Map,Call Time,Dispatch Time,Incident Desc,Disposition,Event Number,Location,Priority,Case,Date
,04/15/2024 12:38:14 AM,04/15/2024 12:39:43 AM,Prowler(s),RESOLVED,24096349,"690 THRONE DR, EUG",3,,04/15/2024
,04/16/2024 11:48:43 PM,04/16/2024 11:50:46 PM,Disorderly Subject,ADVISED,24097971,"1300 QUAKER ST, EUG",3,,04/16/2024
,04/16/2024 11:46:41 PM,04/16/2024 11:48:56 PM,Traffic Hazard,ADVISED,24097968,"PATTERSON ST/E 24TH AVE, EUG",4,,04/16/2024
,04/16/2024 11:21:18 PM,04/16/2024 11:21:19 PM,Person Stop,ADVISED,24097954,"2200 W 6TH AVE, EUG",6,,04/16/2024
,04/16/2024 11:12:13 PM,04/16/2024 11:46:38 PM,Illegal Burning,GONE ON ARRIVAL,24097951,"2775 EDISON ST, EUG",5,,04/16/2024
,04/16/2024 10:47:50 PM,04/16/2024 11:49:37 PM,Dispute,PATROL CHECK,24097942,"251 W BROADWAY, EUG",4,,04/16/2024
,04/16/2024 10:46:56 PM,04/16/2024 11:39:52 PM,Loud Noise,QUIET ON ARRIVAL,24097941,"3422 JACOBS LN, EUG",5,,04/16/2024
,04/16/2024 10:44:55 PM,04/16/2024 10:44:55 PM,Traffic Stop,SOBRIETY CHECK,24097939,"W 7TH AVE/CHARNELTON ST, EUG",6,,04/16/2024
,04/16/2024 10:42:28 PM,04/16/2024 11:11:17 PM,Suspicious Condition(s),WELFARE CHECK DONE,24097938,"795 WILLAMETTE ST, EUG",3,,04/16/2024
,04/16/2024 10:41:51 PM,04/16/2024 10:43:14 PM,Prowler(s),PATROL CHECK,24097937,"888 W 8TH AVE, EUG",P,,04/16/2024
,04/16/2024 09:18:01 PM,04/16/2024 09:20:22 PM,Menacing,PATROL CHECK,24097898,"GOODPASTURE ISLAND RD/VALLEY RIVER DR, EUG",3,,04/16/2024
,04/16/2024 09:09:55 PM,04/16/2024 10:17:09 PM,Dispute,GONE ON ARRIVAL,24097893,"2950 W 11TH AVE, EUG",3,,04/16/2024
,04/16/2024 09:01:48 PM,04/16/2024 09:41:57 PM,Dispute,WELFARE CHECK DONE,24097889,"2194 W 17TH CT, EUG",3,,04/16/2024
,04/16/2024 08:37:40 PM,04/16/2024 10:26:35 PM,Dispute,PATROL CHECK,24097877,"3540 PATTISON ST, EUG",3,,04/16/2024
,04/16/2024 08:15:09 PM,04/16/2024 09:50:03 PM,Illegal Burning,GONE ON ARRIVAL,24097867,"FERN RIDGE PATH/W 13TH AVE CONNECTOR, EUG",5,,04/16/2024
,04/16/2024 08:11:11 PM,04/16/2024 09:12:00 PM,Criminal Trespass,ADVISED,24097864,"1105 W 6TH AVE, EUG",4,,04/16/2024
,04/16/2024 08:10:39 PM,04/16/2024 08:56:44 PM,Disorderly Subject,ADVISED,24097863,"910 WILLAMETTE ST, EUG",3,,04/16/2024
,04/16/2024 07:57:10 PM,04/16/2024 09:15:29 PM,Dispute,WELFARE CHECK DONE,24097855,"1756 ADELMAN LP, EUG",4,,04/16/2024
,04/16/2024 07:45:41 PM,04/17/2024 07:27:02 AM,Burglary,CALLER WILL CALL BACK,24097845,"85 CORLISS LN, EUG",4,,04/16/2024
,04/16/2024 07:44:24 PM,04/16/2024 08:19:45 PM,Dispute,WELFARE CHECK DONE,24097843,"130 RIVER AVE, EUG",3,,04/16/2024
,04/16/2024 07:33:02 PM,04/16/2024 10:32:15 PM,Disorderly Subject,GONE ON ARRIVAL,24097834,"1376 OLIVE ST, EUG",3,,04/16/2024
,04/16/2024 07:26:53 PM,04/16/2024 11:22:23 PM,Assault,CALLER WILL CALL BACK,24097830,"1166 OAK ST, EUG",4,,04/16/2024
,04/16/2024 07:12:35 PM,04/16/2024 11:19:04 PM,Dog Bite,CALLER WILL CALL BACK,24097817,"3663 W 11TH AVE, EUG",3,,04/16/2024
,04/16/2024 07:12:07 PM,04/16/2024 11:05:07 PM,Dispute,WELFARE CHECK DONE,24097816,"2322 PARLIAMENT ST, EUG",3,,04/16/2024
,04/16/2024 07:00:33 PM,04/16/2024 10:46:28 PM,Disorderly Subject,GONE ON ARRIVAL,24097806,"3666 HILYARD ST, EUG",3,,04/16/2024
,04/16/2024 06:54:21 PM,04/16/2024 09:49:15 PM,"Dog(s), Vicious",REPORT TAKEN,24097801,"1396 BERNTZEN RD, EUG",3,2405436,04/16/2024
,04/16/2024 06:51:34 PM,04/16/2024 07:53:50 PM,Illegal Burning,UNABLE TO LOCATE,24097799,"770 BAILEY HILL RD, EUG",5,,04/16/2024
,04/16/2024 06:38:08 PM,04/16/2024 06:38:08 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,24097790,"94 I105 WB, EUG",6,,04/16/2024
,04/16/2024 06:30:43 PM,04/17/2024 12:47:32 AM,Criminal Trespass,UNABLE TO LOCATE,24097785,"571 W 8TH AVE, EUG",3,,04/16/2024
,04/16/2024 06:28:29 PM,04/16/2024 06:28:29 PM,Traffic Stop,FIELD INVESTIGATION,24097784,"218 I105 WB, EUG",6,,04/16/2024
,04/16/2024 06:26:59 PM,04/16/2024 06:27:00 PM,Traffic Stop,WARNING,24097783,"1290 W 7TH AVE, EUG",6,,04/16/2024
,04/16/2024 06:23:34 PM,04/16/2024 08:35:55 PM,Burglary,ASSISTED,24097779,"775 RIVER RD, EUG",3,,04/16/2024
,04/16/2024 06:10:59 PM,04/16/2024 07:03:33 PM,Dispute,ARREST,24097766,"1300 QUAKER ST, EUG",3,2405431,04/16/2024
,04/16/2024 05:53:31 PM,04/16/2024 06:08:57 PM,Suspicious Subject(s),PATROL CHECK,24097747,"1328 E 22ND AVE, EUG",3,,04/16/2024
,04/16/2024 05:37:29 PM,04/16/2024 05:38:42 PM,Alarm,PATROL CHECK,24097739,"1102 LINCOLN ST, EUG",P,,04/16/2024
,04/16/2024 05:31:33 PM,04/16/2024 07:21:00 PM,Incomplete Call,PATROL CHECK,24097733,"560 IRVINGTON DR, EUG",3,,04/16/2024
,04/16/2024 05:17:02 PM,04/16/2024 10:22:20 PM,Criminal Trespass,UNABLE TO LOCATE,24097717,"741 LINCOLN ST, EUG",3,,04/16/2024
,04/16/2024 04:53:50 PM,04/16/2024 05:14:14 PM,"Runaway(s), Juvenile",ASSISTED,24097702,"1475 BAILEY HILL RD, EUG",5,,04/16/2024
,04/16/2024 04:42:27 PM,04/16/2024 06:30:22 PM,Criminal Trespass,RESOLVED,24097697,"1461 E 19TH AVE, EUG",3,,04/16/2024
,04/16/2024 04:42:25 PM,04/16/2024 05:02:43 PM,Disorderly Subject,ARREST,24097696,"335 W 11TH AVE, EUG",3,2405428,04/16/2024
,04/16/2024 04:30:14 PM,04/16/2024 08:49:55 PM,Dispute,WELFARE CHECK DONE,24097686,"752 JEFFERSON ST, EUG",3,,04/16/2024
,04/16/2024 04:24:33 PM,04/16/2024 04:24:34 PM,Traffic Stop,WARNING,24097682,"BELTLINE WB/BARGER DR, EUG",6,,04/16/2024
,04/16/2024 04:18:36 PM,04/16/2024 04:35:53 PM,Violation of City Ordinance,INFORMATION ONLY,24097678,"SKINNERS BUTTE LP/E 3RD AVE, EUG",5,,04/16/2024
,04/16/2024 04:06:39 PM,04/16/2024 04:07:09 PM,Motor Vehicle Unknown,DISREGARD,24097669,"925 BELTLINE EB, EUG",1,,04/16/2024
,04/16/2024 03:59:51 PM,04/16/2024 04:00:35 PM,Motor Vehicle Unknown,DISREGARD,24097662,"RUSKIN ST/ROYAL AVE, EUG",1,,04/16/2024
,04/16/2024 03:57:11 PM,04/16/2024 05:03:32 PM,Criminal Trespass,GONE ON ARRIVAL,24097659,"2644 RIVER RD, EUG",3,,04/16/2024
,04/16/2024 03:57:09 PM,04/16/2024 03:57:10 PM,Traffic Stop,FIELD INVESTIGATION,24097657,"CRESCENT AVE/CHUCKANUT ST, EUG",6,,04/16/2024
,04/16/2024 03:44:43 PM,04/16/2024 03:45:57 PM,Fight,REPORT TAKEN,24097645,"1960 ECHO HOLLOW RD, EUG",1,2405424,04/16/2024
,04/16/2024 03:34:35 PM,04/16/2024 03:34:35 PM,Traffic Stop,FIELD INVESTIGATION,24097640,"GILHAM RD/BREWER AVE, EUG",6,,04/16/2024
,04/16/2024 03:29:08 PM,04/16/2024 03:29:08 PM,Traffic Stop,FIELD INVESTIGATION,24097629,"GILHAM RD/BREWER AVE, EUG",6,,04/16/2024
,04/16/2024 03:20:02 PM,,Suspicious Condition(s),REPORT TAKEN,24097623,"4143 MARSHALL AVE, EUG",P,2405422,04/16/2024
,04/16/2024 03:12:01 PM,,Theft from Vehicle,REPORT TAKEN,24097614,"2295 FLORAL HILL DR, EUG",P,2405420,04/16/2024
,04/16/2024 03:04:16 PM,,Theft,REPORT TAKEN,24097609,"875 WASHINGTON ST, EUG",P,2405419,04/16/2024
,04/16/2024 02:53:08 PM,04/16/2024 02:53:08 PM,Assist Public Works,ARREST,24097599,"W 16TH AVE/JEFFERSON ALY, EUG",6,2405421,04/16/2024
,04/16/2024 02:47:25 PM,04/16/2024 03:10:24 PM,Motor Vehicle No Injury,ASSISTED,24097596,"MILL ST/E 12TH AVE, EUG",3,,04/16/2024
,04/16/2024 02:37:15 PM,04/16/2024 02:44:19 PM,Illegal Camping,INFORMATION ONLY,24097589,"W 16TH AVE/JEFFERSON ALY, EUG",5,,04/16/2024
,04/16/2024 02:17:04 PM,04/16/2024 02:17:04 PM,Disorderly Subject,GONE ON ARRIVAL,24097575,"GARFIELD ST/W 10TH AVE, EUG",P,,04/16/2024
,04/16/2024 01:50:53 PM,04/16/2024 02:28:08 PM,Criminal Trespass,ADVISED,24097556,"454 WILLAMETTE ST, EUG",4,,04/16/2024
,04/16/2024 01:45:14 PM,04/16/2024 01:45:14 PM,Illegal Camping,UNIFORM TRAFFIC CITATION ISSUED,24097552,"1100-BLK CHARNELTON ST, EUG",P,,04/16/2024
,04/16/2024 01:10:13 PM,04/16/2024 01:16:33 PM,Disorderly Subject,UNABLE TO LOCATE,24097532,"1166 OAK ST, EUG",3,,04/16/2024
,04/16/2024 01:09:41 PM,04/16/2024 01:09:41 PM,Disorderly Subject,PATROL CHECK,24097531,"E 13TH AVE/HIGH ST, EUG",P,,04/16/2024
,04/16/2024 01:08:39 PM,04/17/2024 07:17:17 AM,Assist Outside Agency,ASSISTED,24097529,"410 SPYGLASS DR, EUG",4,,04/16/2024
,04/16/2024 12:51:03 PM,04/17/2024 12:24:55 AM,Assault,REPORT TAKEN,24097508,"1303 WAITE ST, EUG",4,2405440,04/16/2024
,04/16/2024 12:47:43 PM,04/16/2024 12:49:04 PM,Disorderly Subject,ARREST,24097507,"W 5TH AVE/JEFFERSON ST, EUG",3,2405412,04/16/2024
,04/16/2024 12:42:38 PM,04/16/2024 01:36:59 PM,Shoplifter(s),CITED IN LIEU OF CUSTODY,24097506,"1950 FRANKLIN BLVD, EUG",3,2405414,04/16/2024
,04/16/2024 12:40:19 PM,04/16/2024 12:48:42 PM,Motor Vehicle Unknown,ASSISTED,24097501,"1000 BETHEL DR, EUG",1,,04/16/2024
,04/16/2024 12:23:37 PM,04/16/2024 04:42:18 PM,Disorderly Subject,ARREST,24097488,"4770 ROYAL AVE, EUG",3,2405427,04/16/2024
,04/16/2024 12:21:16 PM,04/16/2024 12:24:06 PM,Robbery,REPORT TAKEN,24097485,"185 E 18TH AVE, EUG",6,2405410,04/16/2024
,04/16/2024 12:18:17 PM,,Shoplifter(s),REPORT TAKEN,24097484,"4818 W 11TH AVE, EUG",P,2405405,04/16/2024
,04/16/2024 12:15:27 PM,04/16/2024 12:37:44 PM,Disabled Vehicle(s),RESOLVED,24097481,"DELTA NB HWY/BELTLINE WB ONRP, EUG",3,,04/16/2024
,04/16/2024 11:48:53 AM,04/16/2024 12:06:51 PM,Unauthorized Use of Vehicle,REPORT TAKEN,24097461,"1000 S BERTELSEN RD, EUG",3,2405408,04/16/2024
,04/16/2024 11:47:40 AM,04/16/2024 11:51:59 AM,Dispute,INFORMATION ONLY,24097460,"1172 CHAMBERS ST, EUG",4,2405407,04/16/2024
,04/16/2024 11:45:12 AM,04/16/2024 04:41:18 PM,Dispute,GONE ON ARRIVAL,24097456,"735 E 14TH AVE, EUG",3,,04/16/2024
,04/16/2024 11:35:04 AM,04/17/2024 01:45:30 AM,Assault,REPORT TAKEN,24097446,"1479 NUEVE LN, EUG",4,2405446,04/16/2024
,04/16/2024 11:27:01 AM,04/16/2024 10:16:29 PM,Hit & Run,INFORMATION ONLY,24097441,"575 FULVUE DR, EUG",4,,04/16/2024
,04/16/2024 11:21:19 AM,04/16/2024 12:10:54 PM,Unauthorized Use of Vehicle,REPORT TAKEN,24097432,"OAK ST/E 13TH AVE, EUG",6,2405409,04/16/2024
,04/16/2024 11:12:08 AM,04/16/2024 01:01:51 PM,Burglary,REPORT TAKEN,24097427,"120 SHELTON MCMURPHEY BLVD, EUG",5,2405415,04/16/2024
,04/16/2024 11:07:05 AM,04/16/2024 12:42:17 PM,Assault,REPORT TAKEN,24097424,"2727 MARTIN LUTHER KING JR BLVD, EUG",6,2405418,04/16/2024
,04/16/2024 11:05:46 AM,04/16/2024 11:07:51 AM,Unknown Problem,ASSISTED,24097422,"W 11TH AVE/HAYES ST, EUG",P,,04/16/2024
,04/16/2024 11:01:59 AM,,Theft,REPORT TAKEN,24097416,"296 E 13TH AVE, EUG",P,2405401,04/16/2024
,04/16/2024 10:58:29 AM,04/16/2024 10:58:29 AM,Suspicious Condition(s),ADVISED,24097412,"149 W 12TH AVE, EUG",P,,04/16/2024
,04/16/2024 10:52:52 AM,,Theft,REPORT TAKEN,24097408,"3744 W 11TH AVE, EUG",P,2405400,04/16/2024
,04/16/2024 10:50:00 AM,04/16/2024 10:50:00 AM,Theft,RESOLVED,24097403,"28801 DOUGLAS DR, EUG",6,,04/16/2024
,04/16/2024 10:46:47 AM,04/16/2024 11:46:14 AM,Found Property,REPORT TAKEN,24097399,"300 COUNTRY CLUB RD, EUG",5,2405403,04/16/2024
,04/16/2024 10:46:04 AM,,Theft,REPORT TAKEN,24097398,"2721 ROCKROSE LN, EUG",P,2405399,04/16/2024
,04/16/2024 10:35:46 AM,,Theft,REPORT TAKEN,24097385,"1841 GARDEN AVE, EUG",P,2405397,04/16/2024
,04/16/2024 10:35:39 AM,04/16/2024 11:57:54 AM,Dog(s) at Large,INFORMATION ONLY,24097383,"WINGATE ST/CHUCKANUT ST, EUG",5,,04/16/2024
,04/16/2024 10:29:16 AM,04/16/2024 10:33:32 AM,Bomb Threat,REPORT TAKEN,24097374,"2890 CHAD DR, EUG",1,2405411,04/16/2024
,04/16/2024 10:28:06 AM,04/16/2024 10:28:38 AM,Illegal Burning,INFORMATION ONLY,24097373,"524 BELTLINE EB, EUG",3,,04/16/2024
,04/16/2024 10:26:32 AM,04/16/2024 10:26:32 AM,Assist Outside Agency,ASSISTED,24097371,"2775 MARTIN LUTHER KING JR BLVD, EUG",P,,04/16/2024
,04/16/2024 10:17:55 AM,04/16/2024 11:58:37 AM,Traffic Hazard,INFORMATION ONLY,24097364,"ROYAL AVE/CANDLELIGHT DR, EUG",3,,04/16/2024
,04/16/2024 10:07:37 AM,04/16/2024 10:07:37 AM,Traffic Stop,ARREST,24097358,"E 30TH AVE/HILYARD ST, EUG",6,2405398,04/16/2024
,04/16/2024 10:06:47 AM,,Criminal Mischief,REPORT TAKEN,24097357,"2672 EDGEWOOD DR, EUG",P,2405395,04/16/2024
,04/16/2024 09:58:12 AM,,Theft from Vehicle,REPORT TAKEN,24097349,"1180 WILLAMETTE ST, EUG",P,2405394,04/16/2024
,04/16/2024 09:51:19 AM,,Criminal Mischief,REPORT TAKEN,24097340,"2648 EDGEWOOD DR, EUG",P,2405393,04/16/2024
,04/16/2024 09:47:19 AM,04/16/2024 11:20:02 AM,Missing Person(s),REPORT TAKEN,24097334,"633 W 21ST AVE, EUG",4,2405406,04/16/2024
,04/16/2024 09:45:17 AM,,Criminal Mischief,REPORT TAKEN,24097333,"975 OAK ST, EUG",P,2405392,04/16/2024
,04/16/2024 09:26:49 AM,,Theft,REPORT TAKEN,24097320,"2580 WILLAKENZIE RD, EUG",P,2405391,04/16/2024
,04/16/2024 08:58:16 AM,04/16/2024 09:33:40 AM,Criminal Trespass,ASSISTED,24097294,"W 1ST AVE/SENECA RD, EUG",4,,04/16/2024
,04/16/2024 08:43:06 AM,04/17/2024 12:21:40 AM,Hit & Run,REPORT TAKEN,24097284,"129 LEA AVE, EUG",4,2405439,04/16/2024
,04/16/2024 08:35:23 AM,04/16/2024 09:03:59 AM,Disorderly Subject,FIELD INVESTIGATION,24097277,"UNTHANK ST/THRONE DR, EUG",3,,04/16/2024
,04/16/2024 08:27:07 AM,04/16/2024 08:27:07 AM,Assist Outside Agency,ASSISTED,24097273,"1880 KINTYRE ST, EUG",P,,04/16/2024
,04/16/2024 08:23:32 AM,04/16/2024 08:25:18 AM,Burglary,REPORT TAKEN,24097271,"3210 W 11TH AVE, EUG",P,2405389,04/16/2024
,04/16/2024 08:23:28 AM,04/16/2024 09:12:25 PM,Assault,REPORT TAKEN,24097270,"850 HOWARD AVE, EUG",4,2405434,04/16/2024
,04/16/2024 07:31:30 AM,04/16/2024 08:46:01 AM,Criminal Trespass,GONE ON ARRIVAL,24097246,"3520 W 11TH AVE, EUG",4,,04/16/2024
,04/16/2024 07:20:56 AM,04/16/2024 07:20:57 AM,Suspicious Condition(s),REPORT TAKEN,24097243,"1175 VALLEY RIVER DR, EUG",6,2405385,04/16/2024
,04/16/2024 06:12:54 AM,04/16/2024 07:01:45 AM,Criminal Trespass,ADVISED,24097220,"E 10TH AVE/PEARL ST, EUG",4,,04/16/2024
,04/16/2024 05:59:36 AM,04/16/2024 06:40:48 AM,Criminal Trespass,ADVISED,24097215,"420 W 4TH AVE, EUG",4,,04/16/2024
,04/16/2024 05:14:34 AM,04/16/2024 08:51:05 AM,Burglary,REPORT TAKEN,24097207,"1020 GREEN ACRES RD, EUG",4,2405390,04/16/2024
,04/16/2024 04:49:45 AM,04/16/2024 07:17:22 AM,Criminal Trespass,GONE ON ARRIVAL,24097201,"95 E 18TH AVE, EUG",3,,04/16/2024
,04/16/2024 04:18:02 AM,04/16/2024 04:43:51 AM,Disorderly Subject,WARNING,24097193,"N DANEBO AVE/UNTHANK ST, EUG",3,,04/16/2024
,04/16/2024 03:40:32 AM,04/16/2024 03:47:06 AM,Dispute,WELFARE CHECK DONE,24097189,"3475 MCKENNA DR, EUG",3,,04/16/2024
,04/16/2024 03:28:23 AM,04/16/2024 08:23:00 AM,Burglary,REPORT TAKEN,24097183,"265 W 8TH AVE, EUG",5,2405388,04/16/2024
,04/16/2024 03:16:50 AM,04/16/2024 03:18:15 AM,Dispute,ADVISED,24097178,"139 BAMPTON CT, EUG",3,,04/16/2024
,04/16/2024 02:52:39 AM,04/16/2024 03:09:58 AM,Disorderly Subject,GONE ON ARRIVAL,24097176,"1320 W 7TH AVE, EUG",3,,04/16/2024
,04/16/2024 02:48:38 AM,04/16/2024 02:51:08 AM,Burglary,PATROL CHECK,24097173,"111 HWY 99N, EUG",P,,04/16/2024
,04/16/2024 02:08:31 AM,04/16/2024 02:16:04 AM,Dispute,UNABLE TO LOCATE,24097164,"W 18TH AVE/BAILEY HILL RD, EUG",3,,04/16/2024
,04/16/2024 02:02:30 AM,04/16/2024 02:03:25 AM,Stab Wound,UNFOUNDED,24097162,"240 WASHINGTON ST, EUG",1,,04/16/2024
,04/16/2024 02:02:30 AM,04/16/2024 02:03:25 AM,Stab Wound(s),UNFOUNDED,24097162,"240 WASHINGTON ST, EUG",1,,04/16/2024
,04/16/2024 01:42:08 AM,04/16/2024 01:44:24 AM,Suspicious Subject(s),PATROL CHECK,24097156,"992 WILLAMETTE ST, EUG",3,,04/16/2024
,04/16/2024 12:39:18 AM,04/16/2024 06:25:21 AM,Criminal Trespass,CITED IN LIEU OF CUSTODY,24097141,"99 E BROADWAY, EUG",4,2405383,04/16/2024
,04/16/2024 12:29:50 AM,04/16/2024 11:44:26 AM,Suspicious Condition(s),PATROL CHECK,24097140,"3690 GLENWOOD DR, EUG",3,,04/16/2024
,04/17/2024 11:46:10 PM,04/17/2024 11:47:50 PM,Dispute,RESOLVED,24098860,"1080 W 7TH AVE, EUG",3,,04/17/2024
,04/17/2024 11:38:44 PM,04/17/2024 11:42:17 PM,Criminal Trespass,RESOLVED,24098854,"245 JACKSON ST, EUG",3,,04/17/2024
,04/17/2024 11:34:10 PM,04/17/2024 11:34:10 PM,Traffic Stop,WARNING,24098851,"OAK ST/E BROADWAY, EUG",6,,04/17/2024
,04/17/2024 11:33:17 PM,04/17/2024 11:35:17 PM,"Alarm, Hold Up",FALSE ALARM,24098850,"951 W 6TH AVE, EUG",3,,04/17/2024
,04/17/2024 11:30:20 PM,04/17/2024 11:53:52 PM,Suspicious Vehicle(s),PATROL CHECK,24098848,"HIGHLAND OAKS DR/BOWMONT DR, EUG",3,,04/17/2024
,04/17/2024 11:21:19 PM,04/17/2024 11:28:29 PM,Disorderly Juvenile(s),ASSISTED,24098843,"2290 COMSTOCK AVE, EUG",3,,04/17/2024
,04/17/2024 11:18:06 PM,04/18/2024 12:00:15 AM,Illegal Camping,FIELD INVESTIGATION,24098841,"701 E 8TH AVE, EUG",5,,04/17/2024
,04/17/2024 11:15:36 PM,04/17/2024 11:15:36 PM,Traffic Stop,WARNING,24098838,"W 7TH ALY/LINCOLN ST, EUG",6,,04/17/2024
,04/17/2024 11:12:13 PM,04/17/2024 11:12:13 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,24098834,"E BROADWAY/HIGH ST, EUG",6,,04/17/2024
,04/17/2024 10:59:51 PM,04/17/2024 11:00:14 PM,Traffic Hazard,ARREST,24098827,"W 6TH AVE/MONROE ST, EUG",3,2405489,04/17/2024
,04/17/2024 10:35:54 PM,04/17/2024 10:38:32 PM,Unknown Problem,WELFARE CHECK DONE,24098813,"W 7TH AVE/POLK ST, EUG",3,,04/17/2024
,04/17/2024 10:20:13 PM,04/17/2024 10:28:26 PM,Dispute,ASSISTED,24098801,"375 RUTLEDGE ST, EUG",3,,04/17/2024
,04/17/2024 10:17:50 PM,04/17/2024 11:15:18 PM,Disorderly Subject,GONE ON ARRIVAL,24098799,"4550 W 11TH AVE, EUG",3,,04/17/2024
,04/17/2024 10:13:40 PM,04/17/2024 10:13:40 PM,Traffic Stop,FIELD INVESTIGATION,24098797,"951 W 6TH AVE, EUG",6,,04/17/2024
,04/17/2024 10:02:34 PM,04/17/2024 10:02:34 PM,"Theft, License Plate",ADVISED,24098795,"2260 PATTERSON ST, EUG",3,,04/17/2024
,04/17/2024 09:54:43 PM,04/18/2024 12:33:08 AM,Reckless Endangering,REPORT TAKEN,24098788,"3654 VILLAGE AVE, EUG",4,2405492,04/17/2024
,04/17/2024 09:54:36 PM,04/17/2024 09:54:36 PM,Disabled Vehicle(s),ASSISTED,24098787,"CLUB RD/COBURG RD, EUG",P,,04/17/2024
,04/17/2024 09:49:33 PM,04/17/2024 09:59:24 PM,Unknown Problem,WELFARE CHECK DONE,24098781,"1253 FERRY ST, EUG",3,,04/17/2024
,04/17/2024 09:45:00 PM,04/17/2024 09:48:13 PM,Suspicious Condition(s),REPORT TAKEN,24098779,"54 DIVISION AVE, EUG",3,2405487,04/17/2024
,04/17/2024 09:39:58 PM,04/17/2024 09:39:58 PM,Traffic Stop,WARNING,24098778,"HWY 99N/W 5TH AVE, EUG",6,,04/17/2024
,04/17/2024 09:39:00 PM,,Criminal Mischief,REPORT TAKEN,24104402,"170 OAKWAY RD, EUG",P,2405823,04/17/2024
,04/17/2024 09:29:15 PM,04/17/2024 09:36:11 PM,Found Property,ADVISED,24098772,"25 CLUB RD, EUG",5,,04/17/2024
,04/17/2024 09:27:00 PM,,Theft from Vehicle,REPORT TAKEN,24099016,"65 W 30TH AVE, EUG",P,2405496,04/17/2024
,04/17/2024 09:22:47 PM,04/17/2024 09:22:47 PM,Traffic Stop,WARNING,24098764,"PEARL ST/E 7TH AVE, EUG",6,,04/17/2024
,04/17/2024 09:10:02 PM,04/17/2024 09:24:49 PM,Reckless Driving,ASSISTED,24098758,"RIVER RD/DIVISION AVE, EUG",3,,04/17/2024
,04/17/2024 09:06:50 PM,04/17/2024 09:10:56 PM,Dispute,ADVISED,24098756,"W 7TH ALY/LINCOLN ST, EUG",3,,04/17/2024
,04/17/2024 08:56:56 PM,04/17/2024 08:58:35 PM,Criminal Trespass,FOLLOW UP INVESTIGATION,24098747,"1030 GREEN ACRES RD, EUG",3,,04/17/2024
,04/17/2024 08:37:55 PM,04/18/2024 12:12:57 AM,Theft,UNABLE TO LOCATE,24098737,"2980 MADISON ST, EUG",4,,04/17/2024
,04/17/2024 08:31:42 PM,04/17/2024 08:52:33 PM,Menacing,REPORT TAKEN,24098729,"E 14TH AVE/OAK ST, EUG",3,2405485,04/17/2024
,04/17/2024 08:25:21 PM,04/17/2024 08:51:41 PM,Blocked Driveway,RESOLVED,24098724,"3849 HARLOW RD, EUG",5,,04/17/2024
,04/17/2024 08:04:35 PM,04/17/2024 08:57:37 PM,Illegal Burning,INFORMATION ONLY,24098711,"1090-BLK MAXWELL RD, EUG",5,,04/17/2024
,04/17/2024 08:02:16 PM,04/17/2024 08:10:07 PM,Abandoned Animal,RESOLVED,24098709,"850-BLK DAY ISLAND RD, EUG",5,,04/17/2024
,04/17/2024 07:50:37 PM,04/17/2024 08:05:09 PM,Dispute,ADVISED,24098696,"3910 HILYARD ST, EUG",3,,04/17/2024
,04/17/2024 07:40:25 PM,04/17/2024 11:14:30 PM,Theft,ADVISED,24098689,"1005 W 7TH AVE, EUG",4,,04/17/2024
,04/17/2024 07:16:30 PM,04/17/2024 09:03:16 PM,Criminal Trespass,PATROL CHECK,24098672,"132 S GARDEN WAY, EUG",3,,04/17/2024
,04/17/2024 07:06:40 PM,04/17/2024 07:21:55 PM,Minor(s) in Possession,INFORMATION ONLY,24098668,"5700 BABE RUTH DR, EUG",5,,04/17/2024
,04/17/2024 07:03:46 PM,04/17/2024 07:07:34 PM,Dog(s) at Large,ASSISTED,24098664,"RIVER RD/BELTLINE WB ONRP, EUG",3,,04/17/2024
,04/17/2024 06:54:48 PM,04/17/2024 07:15:19 PM,Unknown Problem,UNABLE TO LOCATE,24098657,"1042 W 7TH ALY, EUG",3,,04/17/2024
,04/17/2024 06:47:30 PM,04/17/2024 06:49:24 PM,Dispute,GONE ON ARRIVAL,24098651,"4175 WAGNER ST, EUG",3,,04/17/2024
,04/17/2024 06:42:41 PM,04/17/2024 11:09:46 PM,Theft,UNABLE TO LOCATE,24098648,"945 CHAMBERS ST, EUG",4,,04/17/2024
,04/17/2024 06:26:13 PM,04/17/2024 07:24:39 PM,Injured Animal(s),REPORT TAKEN,24098642,"2875 SPRING BLVD, EUG",3,2405484,04/17/2024
,04/17/2024 06:05:32 PM,04/17/2024 08:27:11 PM,Dispute,WELFARE CHECK DONE,24098627,"581 IRVING RD, EUG",3,,04/17/2024
,04/17/2024 06:00:26 PM,04/17/2024 06:11:59 PM,Reckless Driving,GONE ON ARRIVAL,24098622,"5700 BABE RUTH DR, EUG",3,,04/17/2024
,04/17/2024 05:55:28 PM,04/17/2024 06:02:31 PM,Disorderly Subject,ADVISED,24098616,"2315 MARTIN LUTHER KING JR BLVD, EUG",3,,04/17/2024
,04/17/2024 05:42:38 PM,04/17/2024 05:56:28 PM,Illegal Burning,INFORMATION ONLY,24098604,"240 WASHINGTON ST, EUG",5,,04/17/2024
,04/17/2024 05:39:44 PM,04/17/2024 06:36:28 PM,Shoplifter(s),CITED IN LIEU OF CUSTODY,24098600,"100 VALLEY RIVER CENTER, EUG",3,2405481,04/17/2024
