Map,Call Time,Dispatch Time,Incident Desc,Disposition,Event Number,Location,Priority,Case,Date
,04/15/2025 10:58:36 AM,04/15/2025 10:58:36 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25096156,"325 I105 EB, EUG",6,,04/15/2025
,04/15/2025 10:49:48 AM,04/15/2025 11:03:47 AM,Animal Complaint,ADVISED,25096151,"700-BLK STEPHENS DR, EUG",4,,04/15/2025
,04/15/2025 10:45:19 AM,04/15/2025 10:45:19 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25096145,"218 I105 WB, EUG",6,,04/15/2025
,04/15/2025 10:43:54 AM,04/15/2025 10:43:54 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25096144,"218 I105 WB, EUG",6,,04/15/2025
,04/15/2025 10:43:40 AM,04/15/2025 11:37:00 AM,Railroad Crossing Problem,RESOLVED,25096143,"GARFIELD ST/W 6TH AVE, EUG",5,,04/15/2025
,04/15/2025 10:38:11 AM,04/15/2025 10:50:04 AM,Criminal Trespass,WARNING,25096141,"2545 RIVER RD, EUG",4,,04/15/2025
,04/15/2025 10:35:41 AM,04/15/2025 10:58:59 AM,Criminal Trespass,ADVISED,25096138,"158 JEFFERSON ST, EUG",4,,04/15/2025
,04/15/2025 10:34:25 AM,04/15/2025 10:34:25 AM,Assist Public Works,CITED IN LIEU OF CUSTODY,25096136,"W 11TH AVE/BELTLINE, EUG",P,2506013,04/15/2025
,04/15/2025 10:29:04 AM,04/15/2025 10:29:04 AM,Traffic Stop,WARNING,25096131,"E BROADWAY/PATTERSON ST, EUG",6,,04/15/2025
,04/15/2025 10:27:05 AM,04/15/2025 10:27:05 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25096128,"437 I105 EB, SPR",6,,04/15/2025
,04/15/2025 10:25:03 AM,04/15/2025 10:25:04 AM,Traffic Stop,FIELD INVESTIGATION,25096124,"437 I105 EB, SPR",6,,04/15/2025
,04/15/2025 10:16:37 AM,04/15/2025 10:16:38 AM,Disabled Vehicle(s),ASSISTED,25096119,"BARGER DR/BELTLINE WB, EUG",P,,04/15/2025
,04/15/2025 10:14:29 AM,04/15/2025 10:17:44 AM,Reckless Driving,ASSISTED,25096117,"WILSON ST/W 11TH AVE, EUG",3,,04/15/2025
,04/15/2025 10:12:29 AM,04/15/2025 12:16:53 PM,Criminal Trespass,RESOLVED,25096115,"1040 W 6TH AVE, EUG",3,,04/15/2025
,04/15/2025 10:09:25 AM,04/15/2025 10:09:26 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25096110,"325 I105 EB, EUG",6,,04/15/2025
,04/15/2025 10:08:24 AM,04/15/2025 10:17:30 AM,Disoriented Subject,UNABLE TO LOCATE,25096109,"E 24TH AVE/WILLAMETTE ST, EUG",3,,04/15/2025
,04/15/2025 10:02:30 AM,04/15/2025 10:15:21 AM,Unauthorized Use of Vehicle,REPORT TAKEN,25096103,"PATTERSON ST/E 16TH AVE, EUG",3,2506015,04/15/2025
,04/15/2025 09:52:38 AM,,Suspicious Condition(s),REPORT TAKEN,25096098,"300 COUNTRY CLUB RD, EUG",P,2506009,04/15/2025
,04/15/2025 09:48:14 AM,04/15/2025 09:48:15 AM,Traffic Stop,FIELD INVESTIGATION,25096095,"FERRY ST/E BROADWAY, EUG",6,,04/15/2025
,04/15/2025 09:44:49 AM,04/15/2025 09:44:49 AM,Illegal Camping,RESOLVED,25096091,"4818 W 11TH AVE, EUG",P,,04/15/2025
,04/15/2025 09:41:00 AM,,Criminal Mischief,REPORT TAKEN,25097041,"2641 W 5TH AVE, EUG",P,2506073,04/15/2025
,04/15/2025 09:28:31 AM,04/15/2025 09:46:35 AM,Suspicious Subject(s),REPORT TAKEN,25096075,"2720 LEO HARRIS PKWY, EUG",3,2506018,04/15/2025
,04/15/2025 09:23:28 AM,04/15/2025 09:23:28 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25096070,"100-BLK COBURG RD, EUG",6,,04/15/2025
,04/15/2025 09:18:22 AM,04/15/2025 09:30:49 AM,Dispute,INFORMATION ONLY,25096064,"1275 BAILEY HILL RD, EUG",3,,04/15/2025
,04/15/2025 09:16:03 AM,04/15/2025 09:52:12 AM,Criminal Trespass,ASSISTED,25096062,"1045 MAXWELL RD, EUG",4,,04/15/2025
,04/15/2025 09:12:07 AM,04/15/2025 09:12:42 AM,Illegal Burning,INFORMATION ONLY,25096058,"1724 HIGH ALY, EUG",1,,04/15/2025
,04/15/2025 09:10:21 AM,04/15/2025 09:10:21 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25096057,"353 E BROADWAY, EUG",6,,04/15/2025
,04/15/2025 09:09:18 AM,04/15/2025 09:38:39 AM,Criminal Trespass,ADVISED,25096054,"1178 CHARNELTON ST, EUG",4,,04/15/2025
,04/15/2025 09:06:28 AM,04/15/2025 09:08:59 AM,Dispute,RESOLVED,25096050,"2855 WILLAMETTE ST, EUG",3,,04/15/2025
,04/15/2025 08:47:16 AM,,Theft,REPORT TAKEN,25096037,"965 CORYDON ST, EUG",P,2506001,04/15/2025
,04/15/2025 08:45:25 AM,04/15/2025 11:26:50 AM,Disoriented Subject,UNABLE TO LOCATE,25096036,"1000-BLK TYSON LN, EUG",3,,04/15/2025
,04/15/2025 08:36:42 AM,04/15/2025 08:43:01 AM,"Fire, Trash Bin",REPORT TAKEN,25096034,"55 W 29TH AVE, EUG",P,2506006,04/15/2025
,04/15/2025 08:31:30 AM,04/15/2025 08:42:39 AM,Unauthorized Use of Vehicle,REPORT TAKEN,25096031,"E 18TH AVE/PEARL ST, EUG",3,2506005,04/15/2025
,04/15/2025 08:28:40 AM,04/15/2025 08:28:40 AM,Traffic Stop,WARNING,25096029,"W 7TH AVE/OLIVE ST, EUG",6,,04/15/2025
,04/15/2025 08:26:14 AM,04/15/2025 08:32:31 AM,Criminal Trespass,ADVISED,25096026,"2600 HILYARD ST, EUG",4,,04/15/2025
,04/15/2025 08:24:44 AM,04/15/2025 05:53:51 PM,Theft,REPORT TAKEN,25096025,"1800 LAKEWOOD CT, EUG",4,2506042,04/15/2025
,04/15/2025 08:12:08 AM,04/15/2025 08:12:08 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25096015,"E 30TH AVE/SPRING BLVD, EUG",6,,04/15/2025
,04/15/2025 08:08:57 AM,04/15/2025 08:08:57 AM,Traffic Stop,WARNING,25096013,"E 30TH AVE/SPRING BLVD, EUG",6,,04/15/2025
,04/15/2025 08:05:37 AM,04/15/2025 08:05:37 AM,Illegal Camping,ARREST,25096011,"W 11TH AVE/BUCK ST, EUG",P,2506004,04/15/2025
,04/15/2025 08:02:18 AM,04/15/2025 08:02:18 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25096009,"E 30TH AVE/AGATE ST, EUG",6,,04/15/2025
,04/15/2025 08:01:59 AM,04/15/2025 08:01:59 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25096008,"2127 W 12TH AVE, EUG",6,,04/15/2025
,04/15/2025 07:55:43 AM,04/15/2025 07:55:43 AM,Traffic Stop,WARNING,25096004,"E 30TH AVE/SPRING BLVD, EUG",6,,04/15/2025
,04/15/2025 07:52:52 AM,04/15/2025 07:52:52 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25096002,"E 30TH AVE/AGATE ST, EUG",6,,04/15/2025
,04/15/2025 07:52:00 AM,,Graffiti Calls,REPORT TAKEN,25096328,"390 W 11TH AVE, EUG",P,2506028,04/15/2025
,04/15/2025 07:43:04 AM,04/15/2025 07:49:06 AM,Location Stolen Property,REPORT TAKEN,25095998,"W 1ST AVE/MONROE ST, EUG",3,2506002,04/15/2025
,04/15/2025 07:42:36 AM,04/15/2025 11:45:53 AM,Dispute,ADVISED,25095997,"2297 MINNESOTA ST, EUG",3,,04/15/2025
,04/15/2025 07:42:16 AM,04/15/2025 07:42:16 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25095996,"E 30TH AVE/AGATE ST, EUG",6,,04/15/2025
,04/15/2025 07:41:00 AM,,Theft ID,REPORT TAKEN,25098832,"2150 W 24TH AVE, EUG",P,2506183,04/15/2025
,04/15/2025 07:35:48 AM,04/15/2025 08:44:57 AM,Criminal Mischief,REPORT TAKEN,25095994,"85385 S WILLAMETTE ST, EUG",4,2506003,04/15/2025
,04/15/2025 07:33:58 AM,04/15/2025 07:42:33 AM,Illegal Burning,INFORMATION ONLY,25095993,"WILLAMETTE ST/E 24TH AVE, EUG",1,,04/15/2025
,04/15/2025 07:32:28 AM,04/15/2025 07:32:28 AM,Traffic Stop,FIELD INVESTIGATION,25095992,"E 30TH AVE/KINCAID ST, EUG",6,,04/15/2025
,04/15/2025 07:26:45 AM,04/15/2025 07:27:59 AM,Dispute,WELFARE CHECK DONE,25095990,"CHAMBERS ST/W BROADWAY, EUG",3,,04/15/2025
,04/15/2025 07:20:49 AM,04/15/2025 07:20:50 AM,Traffic Stop,WARNING,25095987,"E 30TH AVE/AGATE ST, EUG",6,,04/15/2025
,04/15/2025 07:18:17 AM,04/15/2025 07:44:24 AM,Criminal Trespass,GONE ON ARRIVAL,25095986,"457 W 8TH AVE, EUG",4,,04/15/2025
,04/15/2025 07:12:03 AM,04/15/2025 05:14:44 PM,Criminal Mischief,INFORMATION ONLY,25095982,"405 HWY 99N, EUG",4,,04/15/2025
,04/15/2025 06:57:35 AM,04/15/2025 07:00:02 AM,Assault,ADVISED,25095976,"410 W 13TH AVE, EUG",3,,04/15/2025
,04/15/2025 06:54:12 AM,04/15/2025 07:22:44 AM,Criminal Trespass,ARREST,25095973,"112 E 10TH AVE, EUG",4,2505997,04/15/2025
,04/15/2025 06:43:47 AM,04/15/2025 07:04:23 AM,Illegal Burning,PATROL CHECK,25095971,"HWY 99N/ROOSEVELT BLVD, EUG",4,,04/15/2025
,04/15/2025 06:41:21 AM,04/15/2025 06:45:16 AM,Disorderly Subject,ADVISED,25095969,"960-BLK W 16TH AVE, EUG",3,,04/15/2025
,04/15/2025 06:39:53 AM,04/15/2025 06:42:53 AM,Disabled Vehicle(s),ASSISTED,25095968,"HARLOW RD/COBURG RD, EUG",3,,04/15/2025
,04/15/2025 06:24:11 AM,04/15/2025 08:02:45 AM,Criminal Trespass,GONE ON ARRIVAL,25095965,"1062 CHARNELTON ST, EUG",4,,04/15/2025
,04/15/2025 06:20:42 AM,04/15/2025 06:39:40 AM,Criminal Trespass,FIELD INVESTIGATION,25095964,"175 E 10TH AVE, EUG",4,,04/15/2025
,04/15/2025 05:39:53 AM,04/15/2025 05:39:53 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25095957,"76 I105 EB, EUG",6,,04/15/2025
,04/15/2025 05:15:18 AM,04/15/2025 05:15:19 AM,Traffic Stop,WARNING,25095953,"W 7TH AVE/W 5TH AVE, EUG",6,,04/15/2025
,04/15/2025 04:03:56 AM,,Burglary,REPORT TAKEN,25095944,"734 W 7TH AVE, EUG",3,2505995,04/15/2025
,04/15/2025 03:23:52 AM,04/15/2025 03:25:43 AM,Prowler(s),PATROL CHECK,25095937,"3655 W 13TH AVE, EUG",3,,04/15/2025
,04/15/2025 02:10:14 AM,04/15/2025 03:18:24 AM,Illegal Burning,UNFOUNDED,25095926,"118 HWY 99N, EUG",5,,04/15/2025
,04/15/2025 01:58:27 AM,04/15/2025 02:18:30 AM,Criminal Trespass,RESOLVED,25095924,"222 E BROADWAY, EUG",4,,04/15/2025
,04/15/2025 01:48:24 AM,04/15/2025 03:24:45 AM,Hit & Run,NO INVESTIGATION,25095923,"2 SKINNERS BUTTE LP, EUG",4,,04/15/2025
,04/15/2025 01:48:12 AM,04/15/2025 02:22:36 AM,Dispute,WELFARE CHECK DONE,25095922,"BETHEL DR/PERSHING ST, EUG",3,,04/15/2025
,04/15/2025 01:41:38 AM,04/15/2025 01:58:37 AM,Loud Noise,PATROL CHECK,25095920,"440 COBURG RD, EUG",5,,04/15/2025
,04/15/2025 01:33:34 AM,04/15/2025 01:36:05 AM,Dispute,UNABLE TO LOCATE,25095916,"MILL ST/E 11TH AVE, EUG",3,,04/15/2025
,04/15/2025 01:22:17 AM,04/15/2025 01:24:36 AM,Reckless Driving,UNABLE TO LOCATE,25095913,"MONROE ST/W 13TH AVE, EUG",P,,04/15/2025
,04/15/2025 01:20:45 AM,04/15/2025 01:21:10 AM,Warrant Service,ASSISTED,25095911,"1665 WATER ST, SPR",6,,04/15/2025
,04/15/2025 01:14:07 AM,04/15/2025 01:27:26 AM,Dispute,ARREST,25095908,"388 ARCHIE ST, EUG",3,2505994,04/15/2025
,04/15/2025 01:07:54 AM,04/15/2025 03:07:12 AM,Suspicious Condition(s),ASSISTED,25095905,"935 RIVER RD, EUG",3,,04/15/2025
,04/15/2025 12:56:03 AM,04/15/2025 01:16:47 AM,Disorderly Subject,GONE ON ARRIVAL,25095902,"258 E 13TH AVE, EUG",3,,04/15/2025
,04/15/2025 12:31:12 AM,04/15/2025 02:48:51 AM,Dispute,WELFARE CHECK DONE,25095894,"185 LINDNER LN, EUG",3,,04/15/2025
,04/15/2025 12:25:08 AM,04/15/2025 12:25:09 AM,Traffic Stop,SOBRIETY CHECK,25095892,"500 E 4TH AVE, EUG",6,,04/15/2025
,04/15/2025 12:17:58 AM,04/15/2025 12:26:15 AM,Criminal Trespass,ADVISED,25095888,"2060 MARTIN LUTHER KING JR BLVD, EUG",4,,04/15/2025
,04/15/2025 12:10:11 AM,04/15/2025 12:10:11 AM,Person Stop,REPORT TAKEN,25095887,"W 5TH AVE/ADAMS ST, EUG",6,2505991,04/15/2025
,04/16/2025 11:58:01 PM,04/16/2025 11:58:01 PM,Traffic Stop,WARNING,25097755,"HWY 99N/ROYAL AVE, EUG",6,,04/16/2025
,04/16/2025 11:54:21 PM,04/17/2025 12:21:44 AM,Criminal Trespass,ADVISED,25097753,"454 WILLAMETTE ST, EUG",3,,04/16/2025
,04/16/2025 11:40:02 PM,04/16/2025 11:40:02 PM,Traffic Stop,WARNING,25097746,"BARGER DR/DEVOS ST, EUG",6,,04/16/2025
,04/16/2025 11:28:10 PM,04/16/2025 11:28:10 PM,Person Stop,WARNING,25097742,"BARGER DR/ALTIMONT ST, EUG",6,,04/16/2025
,04/16/2025 11:12:46 PM,04/17/2025 12:07:31 AM,Illegal Burning,GONE ON ARRIVAL,25097735,"150 N CLEVELAND ST, EUG",5,,04/16/2025
,04/16/2025 11:12:04 PM,04/16/2025 11:12:04 PM,Traffic Stop,WARNING,25097734,"W 7TH AVE/POLK ST, EUG",6,,04/16/2025
,04/16/2025 11:05:53 PM,04/16/2025 11:05:53 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25097728,"HARLOW RD/VAN DUYN ST, EUG",6,,04/16/2025
,04/16/2025 11:01:12 PM,04/16/2025 11:09:09 PM,Disorderly Subject,UNABLE TO LOCATE,25097724,"2560 FRIENDLY ST, EUG",3,,04/16/2025
,04/16/2025 10:59:00 PM,,Theft from Vehicle,REPORT TAKEN,25098137,"762 E 17TH AVE, EUG",P,2506144,04/16/2025
,04/16/2025 10:49:04 PM,04/17/2025 12:22:44 AM,Criminal Trespass,CITED IN LIEU OF CUSTODY,25097719,"201 DIVISION AVE, EUG",3,2506106,04/16/2025
,04/16/2025 10:27:30 PM,04/16/2025 11:55:17 PM,Loud Party,QUIET ON ARRIVAL,25097710,"1913 POTTER ST, EUG",5,,04/16/2025
,04/16/2025 10:20:56 PM,04/16/2025 10:43:05 PM,Suspicious Condition(s),WELFARE CHECK DONE,25097706,"101 W 5TH AVE, EUG",4,,04/16/2025
,04/16/2025 10:20:20 PM,04/16/2025 10:28:13 PM,Illegal Burning,RESOLVED,25097703,"471 BELTLINE WB, EUG",1,,04/16/2025
,04/16/2025 10:09:53 PM,04/16/2025 10:09:54 PM,Traffic Stop,SOBRIETY CHECK,25097697,"76 I105 EB, EUG",6,,04/16/2025
,04/16/2025 10:06:51 PM,04/17/2025 12:12:48 AM,Criminal Trespass,GONE ON ARRIVAL,25097696,"1967 RIVER RD, EUG",4,,04/16/2025
,04/16/2025 10:05:50 PM,04/16/2025 10:10:05 PM,Disabled Vehicle(s),ASSISTED,25097695,"W 2ND AVE/MONROE ST, EUG",3,,04/16/2025
,04/16/2025 10:00:28 PM,04/16/2025 10:06:21 PM,Prowler(s),GONE ON ARRIVAL,25097691,"321 MILL ST, EUG",3,,04/16/2025
,04/16/2025 10:00:18 PM,04/16/2025 10:00:19 PM,Traffic Stop,WARNING,25097690,"687 CHESHIRE AVE, EUG",6,,04/16/2025
,04/16/2025 09:58:04 PM,04/16/2025 09:58:04 PM,Person Stop,WARNING,25097689,"W 6TH AVE/FILLMORE ST, EUG",6,,04/16/2025
,04/16/2025 09:56:00 PM,,Theft from Vehicle,REPORT TAKEN,25098873,"3495 W 18TH AVE, EUG",P,2506189,04/16/2025
,04/16/2025 09:47:38 PM,04/16/2025 09:47:38 PM,Traffic Stop,WARNING,25097678,"LAWRENCE ST/W 3RD AVE, EUG",6,,04/16/2025
,04/16/2025 09:42:28 PM,04/16/2025 09:42:28 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25097676,"W 6TH AVE/MONROE ST, EUG",6,,04/16/2025
,04/16/2025 09:33:10 PM,04/16/2025 10:21:57 PM,Criminal Trespass,ARREST,25097671,"4550 W 11TH AVE, EUG",3,2506104,04/16/2025
,04/16/2025 09:30:50 PM,04/16/2025 09:30:50 PM,Traffic Stop,WARNING,25097669,"PEARL ST/E 29TH AVE, EUG",6,,04/16/2025
,04/16/2025 09:22:44 PM,04/17/2025 12:26:14 AM,Loud Noise,QUIET ON ARRIVAL,25097662,"615 W 1ST AVE, EUG",5,,04/16/2025
,04/16/2025 09:22:01 PM,04/16/2025 10:39:40 PM,Dispute,INFORMATION ONLY,25097661,"W 29TH AVE/WILLAMETTE ST, EUG",3,,04/16/2025
,04/16/2025 09:20:05 PM,,Lost Property,REPORT TAKEN,25097659,"3369 RICHARD AVE, EUG",P,2506101,04/16/2025
,04/16/2025 08:41:38 PM,04/16/2025 08:58:57 PM,Criminal Trespass,GONE ON ARRIVAL,25097637,"716 SENECA RD, EUG",3,,04/16/2025
,04/16/2025 08:12:59 PM,04/16/2025 09:00:48 PM,Dispute,PATROL CHECK,25097616,"ELWING AVE/ARCADIA DR, EUG",3,,04/16/2025
,04/16/2025 08:07:11 PM,04/16/2025 08:07:11 PM,Traffic Stop,WARNING,25097609,"N WASHINGTON ST/CHESHIRE AVE, EUG",6,,04/16/2025
,04/16/2025 08:06:00 PM,,Criminal Mischief,REPORT TAKEN,25098080,"1850 BAILEY HILL RD, EUG",P,2506138,04/16/2025
,04/16/2025 08:03:47 PM,04/16/2025 08:06:34 PM,Traffic Hazard,REPORT TAKEN,25097604,"CHAD DR/COBURG RD, EUG",3,2506100,04/16/2025
,04/16/2025 08:00:07 PM,04/16/2025 08:48:27 PM,Subject Screaming,PATROL CHECK,25097602,"1150 DARLENE LN, EUG",3,,04/16/2025
,04/16/2025 07:55:34 PM,04/16/2025 08:26:15 PM,Traffic Hazard,GONE ON ARRIVAL,25097601,"W 7TH AVE/I105 EB, EUG",4,,04/16/2025
,04/16/2025 07:55:32 PM,04/16/2025 08:07:33 PM,Dispute,ARREST,25097600,"3307 CORALY AVE, EUG",2,2506099,04/16/2025
,04/16/2025 07:38:15 PM,04/16/2025 09:13:49 PM,Alarm,INFORMATION ONLY,25097587,"90518 HWY 99N, EUG",3,,04/16/2025
,04/16/2025 07:23:12 PM,04/16/2025 07:23:12 PM,Dispute,ADVISED,25097577,"W 11TH AVE/MONROE ST, EUG",P,,04/16/2025
,04/16/2025 07:19:40 PM,04/16/2025 09:24:53 PM,Criminal Trespass,GONE ON ARRIVAL,25097572,"1166 OAK ST, EUG",4,,04/16/2025
,04/16/2025 07:18:27 PM,04/16/2025 07:18:28 PM,Traffic Stop,WARNING,25097569,"MONROE ST/W 10TH AVE, EUG",6,,04/16/2025
,04/16/2025 07:15:21 PM,04/16/2025 09:12:15 PM,Criminal Trespass,ADVISED,25097566,"1967 RIVER RD, EUG",4,,04/16/2025
,04/16/2025 07:11:36 PM,04/16/2025 07:11:36 PM,Found Property,RETURNED TO OWNER,25097564,"28801 DOUGLAS DR, EUG",P,,04/16/2025
,04/16/2025 06:59:12 PM,04/16/2025 10:08:00 PM,Dispute,WELFARE CHECK DONE,25097558,"770 TYLER ST, EUG",3,,04/16/2025
,04/16/2025 06:58:46 PM,04/16/2025 06:58:46 PM,Traffic Stop,FIELD INVESTIGATION,25097557,"W 6TH AVE/MADISON ST, EUG",6,,04/16/2025
,04/16/2025 06:53:21 PM,04/16/2025 07:02:16 PM,ATL Drunk Driver,UNABLE TO LOCATE,25097553,"CHAMBERS ST/W 18TH AVE, EUG",3,,04/16/2025
,04/16/2025 06:32:55 PM,04/16/2025 06:50:44 PM,Incomplete Call,UNABLE TO LOCATE,25097544,"3249 WILLAKENZIE RD, EUG",3,,04/16/2025
,04/16/2025 06:25:00 PM,,Shoplifter(s),REPORT TAKEN,25098110,"4740 ROYAL AVE, EUG",P,2506142,04/16/2025
,04/16/2025 06:21:50 PM,04/16/2025 07:33:45 PM,Criminal Trespass,GONE ON ARRIVAL,25097531,"1990 W 11TH AVE, EUG",4,,04/16/2025
,04/16/2025 06:14:04 PM,04/16/2025 07:13:24 PM,Assault,UNABLE TO LOCATE,25097525,"5650 BABE RUTH DR, EUG",3,,04/16/2025
,04/16/2025 06:01:00 PM,,Theft,REPORT TAKEN,25098161,"1414 KINCAID ST, EUG",P,2506145,04/16/2025
,04/16/2025 05:35:50 PM,04/16/2025 07:02:43 PM,Disorderly Subject,ADVISED,25097497,"280 W BROADWAY, EUG",3,,04/16/2025
,04/16/2025 05:33:25 PM,04/16/2025 05:33:25 PM,Traffic Stop,WARNING,25097493,"COBURG RD/TOMAHAWK LN, EUG",6,,04/16/2025
,04/16/2025 05:24:45 PM,04/16/2025 06:55:44 PM,Traffic Hazard,PATROL CHECK,25097482,"3745 PEPPERTREE DR, EUG",5,,04/16/2025
,04/16/2025 05:24:02 PM,04/16/2025 05:54:43 PM,Dispute,WELFARE CHECK DONE,25097481,"2944 BAILEY LN, EUG",3,,04/16/2025
,04/16/2025 05:22:00 PM,04/16/2025 05:36:18 PM,Motor Vehicle Injury,INFORMATION ONLY,25097477,"CHAMBERS ST/NORTHVIEW BLVD, EUG",1,,04/16/2025
,04/16/2025 05:19:20 PM,04/16/2025 05:38:29 PM,Dispute,GONE ON ARRIVAL,25097474,"LINCOLN ST/W 8TH AVE, EUG",3,,04/16/2025
,04/16/2025 05:16:40 PM,04/16/2025 05:16:40 PM,Traffic Stop,FIELD INVESTIGATION,25097469,"W 11TH AVE/OBIE ST, EUG",6,,04/16/2025
,04/16/2025 05:09:22 PM,04/16/2025 06:23:38 PM,"Accident, Vehicle-Pedestrian",INFORMATION ONLY,25097460,"W 6TH ALY/MONROE ST, EUG",4,,04/16/2025
,04/16/2025 05:08:50 PM,04/16/2025 06:01:39 PM,Disorderly Subject,GONE ON ARRIVAL,25097458,"FILLMORE ST/W 6TH AVE, EUG",3,,04/16/2025
,04/16/2025 05:06:48 PM,04/16/2025 05:51:02 PM,Assist Outside Agency,ASSISTED,25097456,"2504 OAKMONT WAY, EUG",3,,04/16/2025
,04/16/2025 05:03:14 PM,04/16/2025 05:04:35 PM,Motor Vehicle Unknown,ASSISTED,25097451,"1191 BELTLINE WB, EUG",1,,04/16/2025
,04/16/2025 04:57:14 PM,04/16/2025 05:57:54 PM,Burglary,REPORT TAKEN,25097445,"1810 W 7TH AVE, EUG",4,2506093,04/16/2025
,04/16/2025 04:54:40 PM,04/16/2025 05:29:27 PM,Traffic Hazard,GONE ON ARRIVAL,25097442,"HWY 99N/ROOSEVELT BLVD, EUG",3,,04/16/2025
,04/16/2025 04:53:08 PM,04/16/2025 05:32:31 PM,Missing Person(s),REPORT TAKEN,25097439,"300 COUNTRY CLUB RD, EUG",4,2506091,04/16/2025
,04/16/2025 04:51:40 PM,04/16/2025 05:13:40 PM,Disorderly Subject,REPORT TAKEN,25097437,"1180 WILLAMETTE ST, EUG",3,2506092,04/16/2025
,04/16/2025 04:42:11 PM,04/16/2025 09:20:33 PM,Disorderly Subject,INFORMATION ONLY,25097424,"1415 S BERTELSEN RD, EUG",3,,04/16/2025
,04/16/2025 03:57:41 PM,04/16/2025 04:00:21 PM,"Accident, Vehicle-Bike",ASSISTED,25097390,"HILYARD ST/E 13TH AVE, EUG",1,,04/16/2025
,04/16/2025 03:53:00 PM,,Theft from Vehicle,REPORT TAKEN,25098076,"1750 NORTHVIEW BLVD, EUG",P,2506136,04/16/2025
,04/16/2025 03:39:15 PM,04/16/2025 03:42:26 PM,Dispute,ADVISED,25097377,"3795 POTTER ST, EUG",3,,04/16/2025
,04/16/2025 03:24:59 PM,04/16/2025 11:32:11 PM,Dispute,WELFARE CHECK DONE,25097364,"4062 MARCUM LN, EUG",4,,04/16/2025
,04/16/2025 03:17:17 PM,04/16/2025 03:27:40 PM,Animal at Large,ASSISTED,25097354,"3956-BLK BARGER DR, EUG",4,,04/16/2025
,04/16/2025 03:15:46 PM,04/16/2025 03:19:57 PM,Dispute,ARREST,25097349,"1455 BAILEY HILL RD, EUG",3,2506089,04/16/2025
,04/16/2025 02:52:03 PM,04/16/2025 02:52:03 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25097325,"610 BELTLINE EB, EUG",6,,04/16/2025
,04/16/2025 02:50:26 PM,04/16/2025 04:47:51 PM,Suspicious Subject(s),REPORT TAKEN,25097323,"588 E 11TH AVE, EUG",3,2506090,04/16/2025
,04/16/2025 02:47:06 PM,04/16/2025 02:47:06 PM,Traffic Stop,FIELD INVESTIGATION,25097319,"610 BELTLINE EB, EUG",6,,04/16/2025
,04/16/2025 02:44:35 PM,04/16/2025 02:44:35 PM,Traffic Stop,WARNING,25097313,"W 13TH AVE/MONROE ST, EUG",6,,04/16/2025
,04/16/2025 02:36:00 PM,,Shoplifter(s),REPORT TAKEN,25098088,"306 LAWRENCE ST, EUG",P,2506139,04/16/2025
,04/16/2025 02:34:26 PM,04/16/2025 02:38:31 PM,Disorderly Subject,PATROL CHECK,25097302,"1860 ALDER ST, EUG",3,,04/16/2025
,04/16/2025 02:26:22 PM,04/16/2025 02:26:23 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25097295,"HWY 99N/ROOSEVELT BLVD, EUG",6,,04/16/2025
,04/16/2025 02:26:07 PM,04/16/2025 02:26:07 PM,Traffic Stop,FIELD INVESTIGATION,25097293,"HWY 99N/ROOSEVELT BLVD, EUG",6,,04/16/2025
,04/16/2025 02:15:13 PM,04/16/2025 02:21:39 PM,Traffic Hazard,RESOLVED,25097283,"W 7TH AVE/I105 EB, EUG",3,,04/16/2025
,04/16/2025 02:05:49 PM,04/16/2025 02:19:59 PM,Disorderly Subject,FIELD INVESTIGATION,25097277,"146 E 12TH AVE, EUG",3,,04/16/2025
,04/16/2025 01:57:33 PM,04/16/2025 02:33:54 PM,Traffic Hazard,RESOLVED,25097274,"4818 W 11TH AVE, EUG",3,,04/16/2025
,04/16/2025 01:48:12 PM,04/16/2025 01:48:12 PM,Traffic Stop,WARNING,25097266,"WILLAMETTE ST/E 11TH AVE, EUG",6,,04/16/2025
,04/16/2025 01:41:17 PM,04/16/2025 11:30:06 PM,Menacing,INFORMATION ONLY,25097260,"4950 BARGER DR, EUG",4,,04/16/2025
,04/16/2025 01:36:45 PM,04/16/2025 01:36:46 PM,Traffic Stop,WARNING,25097257,"RIVER RD/RUBY AVE, EUG",6,,04/16/2025
