Event Number,Agency,Dispatch Time,Area,Location,City,Description,Date
24097795,MTRO,18:50:01,4EUG,W 6TH AVE/TYLER ST,EUG,MEDICAL RESPONSE,2024-04-16
24097810,MTRO,19:08:50,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2024-04-16
24097813,RFD,19:10:32,5DEF,38877 SKEETER BEE LP,DEX,LIFT ASSIST,2024-04-16
24097812,MTRO,19:11:25,4EUG,1510 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-16
24097818,MTRO,19:13:59,4ZUM,W 11TH AVE/KEN NIELSEN RD,EUG,VEHICLE FIRE,2024-04-16
24097819,RFD,19:15:32,5PGP,85945 EDENVALE RD,PLE,MEDICAL RESPONSE,2024-04-16
24097821,MTRO,19:15:33,5PGP,85945 EDENVALE RD,PLE,MEDICAL RESPONSE,2024-04-16
24097837,RFD,19:39:40,6SOL,1041 S 10TH ST,COT,MEDICAL RESPONSE,2024-04-16
24097856,MTRO,20:03:12,4EUG,555 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2024-04-16
24097860,RFD,20:10:16,5MVF,93726 MARCOLA RD,MAR,MEDICAL RESPONSE,2024-04-16
24097862,MTRO,20:10:16,5MVF,93726 MARCOLA RD,MAR,MEDICAL RESPONSE,2024-04-16
24097861,MTRO,20:12:24,4EUG,4900 ROYAL AVE,EUG,MEDICAL RESPONSE,2024-04-16
24097869,RFD,20:21:25,5MVF,92852 SADDLE VIEW DR,MAR,MEDICAL RESPONSE,2024-04-16
24097870,MTRO,20:21:26,5MVF,92852 SADDLE VIEW DR,MAR,MEDICAL RESPONSE,2024-04-16
24097871,MTRO,20:26:37,4EUG,1602 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-16
24097874,MTRO,20:34:44,4EUG,E 18TH AVE/EMERALD ST,EUG,MEDICAL RESPONSE,2024-04-16
24097876,MTRO,20:38:23,5SPR,555 W CENTENNIAL BLVD,SPR,MEDICAL RESPONSE,2024-04-16
24097883,RFD,20:52:58,8LFA,22120 HWY 126,NOT,MEDICAL RESPONSE,2024-04-16
24097886,MTRO,21:00:20,5SPR,3548 VIRGINIA AVE,SPR,MEDICAL RESPONSE,2024-04-16
24097890,MTRO,21:09:33,4EUG,599 E BROADWAY,EUG,MEDICAL RESPONSE,2024-04-16
24097901,RFD,21:32:57,1OUT,HWY 126/MP21,MAP,MOTOR VEH ACC UNKNOWN INJ,2024-04-16
24097903,MTRO,21:32:58,5MKF,MCKENZIE HWY/MP21,LEA,MOTOR VEH ACC UNKNOWN INJ,2024-04-16
24097910,MTRO,21:53:16,4EUG,4320 SEAN ST,EUG,MEDICAL RESPONSE,2024-04-16
24097914,MTRO,21:58:55,4EUG,1408 BERNTZEN RD,EUG,MEDICAL RESPONSE,2024-04-16
24097915,MTRO,21:59:32,4EUG,1410 W 6TH AVE,EUG,MEDICAL RESPONSE,2024-04-16
24097917,MTRO,22:02:14,4EUG,W 22ND AVE/JACKSON ST,EUG,ELECTRICAL FIRE,2024-04-16
24097919,MTRO,22:09:37,5SPR,5335 MAIN ST,SPR,MEDICAL RESPONSE,2024-04-16
24097920,MTRO,22:10:26,4EUG,4640 SYMPHONY DR,EUG,MEDICAL RESPONSE,2024-04-16
24097922,RFD,22:20:12,4LFU,4411 SCENIC DR,EUG,MEDICAL RESPONSE,2024-04-16
24097923,MTRO,22:20:13,4LFU,4411 SCENIC DR,EUG,MEDICAL RESPONSE,2024-04-16
24097924,MTRO,22:22:07,5SPR,3491 GAME FARM RD,SPR,MEDICAL RESPONSE,2024-04-16
24097925,MTRO,22:24:13,5SPR,5495 A ST,SPR,MEDICAL RESPONSE,2024-04-16
24097927,RFD,22:26:08,8LFA,24919 MCCUTCHEON AVE,VEN,MEDICAL RESPONSE,2024-04-16
24097928,MTRO,22:31:38,4EUG,550 RIVER RD,EUG,MEDICAL RESPONSE,2024-04-16
24097934,RFD,22:37:15,6SOL,HWY 99/W SAGINAW RD,COT,MOTOR VEH ACC UNKNOWN INJ,2024-04-16
24097943,MTRO,22:53:31,4EUG,4129 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-04-16
24097953,MTRO,23:21:52,5SPR,1460 G ST,SPR,MEDICAL RESPONSE,2024-04-16
24097959,MTRO,23:32:09,4EUG,1306 E 18TH AVE,EUG,FIRE ALARM,2024-04-16
24097965,MTRO,23:44:31,5SPR,4475 DAISY ST,SPR,MEDICAL RESPONSE,2024-04-16
24097967,MTRO,23:46:36,4EUG,2139 W 12TH AVE,EUG,VEHICLE FIRE,2024-04-16
24097975,MTRO,00:03:44,5SPR,S 2ND ST/S A ST,SPR,MEDICAL RESPONSE,2024-04-17
24097990,RFD,00:36:15,8LFA,1128 SAVILLE AVE,EUG,MEDICAL RESPONSE,2024-04-17
24097991,MTRO,00:41:05,4EUG,222 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24097999,MTRO,01:13:31,4EUG,640 E 15TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098002,MTRO,01:22:08,4EUG,350 PEARL ST,EUG,MEDICAL RESPONSE,2024-04-17
24098008,MTRO,02:10:18,5SPR,26TH ST/A ST,SPR,HOUSE FIRE,2024-04-17
24098011,MTRO,02:29:59,5SPR,3033 GATEWAY ST,SPR,MEDICAL RESPONSE,2024-04-17
24098013,MTRO,03:02:39,5SPR,620 LEVEL LN,SPR,MEDICAL RESPONSE,2024-04-17
24098017,RFD,03:09:53,6SOL,805 S RIVER RD,COT,ASSIST POLICE,2024-04-17
24098024,RFD,03:40:45,5DEF,38404 DEXTER RD,DEX,ASSIST POLICE,2024-04-17
24098025,RFD,03:42:18,8LFA,24919 MCCUTCHEON AVE,VEN,MEDICAL RESPONSE,2024-04-17
24098029,MTRO,04:12:27,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098032,MTRO,04:28:00,4EUG,2115 N DANEBO AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098034,MTRO,04:42:11,4EUG,880 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098035,MTRO,04:46:15,4EUG,1015 RANDALL ST,EUG,MEDICAL RESPONSE,2024-04-17
24098036,RFD,04:55:49,5MVF,37980 RAILROAD LN,MAR,MEDICAL RESPONSE,2024-04-17
24098038,MTRO,04:55:49,5MVF,37980 RAILROAD LN,MAR,MEDICAL RESPONSE,2024-04-17
24098040,RFD,05:12:37,8HAF,370 N 7TH PL,HAR,MEDICAL RESPONSE,2024-04-17
24098049,RFD,05:52:24,5PGG,86784 FRANKLIN BLVD,EUG,MOTOR VEH ACC NO INJURY,2024-04-17
24098050,MTRO,05:54:42,4EUG,1965 RIVER RD,EUG,MEDICAL RESPONSE,2024-04-17
24098051,MTRO,05:55:43,4EUG,1305 HAMMOCK ST,EUG,MEDICAL RESPONSE,2024-04-17
24098056,MTRO,06:05:52,4EUG,1075 THRONE DR,EUG,MEDICAL RESPONSE,2024-04-17
24098058,MTRO,06:20:45,4EUG,5030 W PORT ST,EUG,MEDICAL RESPONSE,2024-04-17
24098059,MTRO,06:29:38,4EUG,76 W 29TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098074,RFD,07:09:03,8EUG,1075 IRVINGTON DR,EUG,MEDICAL RESPONSE,2024-04-17
24098080,MTRO,07:24:06,4EUG,1080 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2024-04-17
24098081,MTRO,07:25:32,4EUG,975 OAK ST,EUG,TRASH BIN FIRE,2024-04-17
24098084,MTRO,07:28:44,4EUG,1735 ADKINS ST,EUG,MEDICAL RESPONSE,2024-04-17
24098097,MTRO,07:43:10,4EUG,3547 KEVINGTON AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098105,RFD,07:58:52,5PGG,34189 DEL MONTE AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098108,MTRO,07:58:52,5PGG,34189 DEL MONTE AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098107,MTRO,07:59:36,4EUG,1284 DELORES CT,EUG,MEDICAL RESPONSE,2024-04-17
24098111,MTRO,08:05:39,4EUG,3747 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098115,MTRO,08:10:15,4EUG,1705 W 2ND AVE,EUG,ASSIST POLICE,2024-04-17
24098117,RFD,08:19:31,5LWF,BIG FALL CREEK RD/MP03,FAL,ILLEGAL BURNING,2024-04-17
24098125,MTRO,08:25:53,4EUG,425 ALEXANDER LP,EUG,MEDICAL RESPONSE,2024-04-17
24098138,MTRO,08:38:12,4EUG,3333 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098167,MTRO,09:19:32,5SPR,1625 HENDERSON AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098168,MTRO,09:20:12,4EUG,1005 W 7TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098169,MTRO,09:22:56,4EUG,3700 BABCOCK LN,EUG,MEDICAL RESPONSE,2024-04-17
24098177,MTRO,09:25:31,4EUG,2628 LONE OAK WAY,EUG,MEDICAL RESPONSE,2024-04-17
24098178,MTRO,09:29:53,5SPR,770 HARLOW RD,SPR,MEDICAL RESPONSE,2024-04-17
24098184,MTRO,09:33:07,4EUG,1155 DARLENE LN,EUG,FIRE ALARM,2024-04-17
24098191,RFD,09:45:41,5HAF,32323 BUSH GARDEN DR,HAR,MEDICAL RESPONSE,2024-04-17
24098198,RFD,09:52:37,6SOL,735 S 2ND ST,CRE,MEDICAL RESPONSE,2024-04-17
24098202,MTRO,10:02:33,4EUG,WEST BANK PATH/OWOSSO BRIDGE,EUG,BARKDUST FIRE,2024-04-17
24098206,RFD,10:04:52,6SOL,135 N J ST,COT,MEDICAL RESPONSE,2024-04-17
24098212,RFD,10:09:05,5DEF,39140 DEXTER RD,DEX,MEDICAL RESPONSE,2024-04-17
24098214,MTRO,10:09:05,5DEF,39140 DEXTER RD,DEX,MEDICAL RESPONSE,2024-04-17
24098217,MTRO,10:13:38,5SPR,157 40TH ST,SPR,MEDICAL RESPONSE,2024-04-17
24098218,RFD,10:15:06,8JCF,94791 TOFTDAHL RD,JUN,MEDICAL RESPONSE,2024-04-17
24098223,MTRO,10:19:29,4EUG,410 GARFIELD ST,EUG,ASSIST CAHOOTS,2024-04-17
24098225,MTRO,10:22:46,5SPR,6135 E ST,SPR,MEDICAL RESPONSE,2024-04-17
24098227,RFD,10:24:49,8LFA,26409 SHADY REST DR,VEN,MEDICAL RESPONSE,2024-04-17
24098235,MTRO,10:33:01,4EUG,1155 DARLENE LN,EUG,MEDICAL RESPONSE,2024-04-17
24098236,MTRO,10:35:46,4EUG,350 PEARL ST,EUG,MEDICAL RESPONSE,2024-04-17
24098244,MTRO,10:51:08,4RIR,180 BRIARCLIFF PL,EUG,MEDICAL RESPONSE,2024-04-17
24098250,MTRO,10:59:38,4EUG,E 12TH AVE/HIGH ST,EUG,MEDICAL RESPONSE,2024-04-17
24098255,RFD,11:07:55,5DEF,38382 DEXTER RD,DEX,MEDICAL RESPONSE,2024-04-17
24098258,MTRO,11:07:55,5DEF,38382 DEXTER RD,DEX,MEDICAL RESPONSE,2024-04-17
24098260,RFD,11:15:04,8LFA,2500-BLK HWY 99N,EUG,SUBJECT DOWN,2024-04-17
24098273,MTRO,11:29:15,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2024-04-17
24098272,MTRO,11:29:59,4EUG,300 N JEFFERSON ST,EUG,MEDICAL RESPONSE,2024-04-17
24098277,RFD,11:32:23,6SOL,E MAIN ST/N 5TH ST,COT,ILLEGAL BURNING,2024-04-17
24098279,MTRO,11:34:34,4EUG,1919 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2024-04-17
24098280,RFD,11:36:09,8JCF,970 KALMIA ST,JUN,LIFT ASSIST,2024-04-17
24098282,MTRO,11:38:11,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2024-04-17
24098283,MTRO,11:39:45,4EUG,2800 BAILEY LN,EUG,MEDICAL RESPONSE,2024-04-17
24098290,MTRO,11:47:45,4EUG,1534 DALTON DR,EUG,MEDICAL RESPONSE,2024-04-17
24098297,RFD,11:52:32,8LFA,89324 TERRITORIAL HWY,ELM,MEDICAL RESPONSE,2024-04-17
24098305,MTRO,11:57:48,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2024-04-17
24098307,MTRO,11:58:33,5SPR,1938 7TH ST,SPR,MEDICAL RESPONSE,2024-04-17
24098308,MTRO,12:00:23,4RIR,210 HOLEMAN AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098311,MTRO,12:02:00,4EUG,1400 CANDLELIGHT DR,EUG,MEDICAL RESPONSE,2024-04-17
24098312,MTRO,12:03:17,5SPR,615 I105 EB,SPR,MOTOR VEH ACC UNKNOWN INJ,2024-04-17
24098323,MTRO,12:10:38,4EUG,1945 N DANEBO AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098327,MTRO,12:16:47,4EUG,2484 RIVER RD,EUG,MEDICAL RESPONSE,2024-04-17
24098328,MTRO,12:17:40,4EUG,500 FERRY ST,EUG,PUBLIC ASSIST- FIRE/EMS,2024-04-17
24098333,RFD,12:18:42,4EUG,3060 RIVER RD,EUG,MEDICAL RESPONSE,2024-04-17
24098334,RFD,12:21:32,8LFA,88186 4TH ST,VEN,MOTOR VEH ACC NO INJURY,2024-04-17
24098336,MTRO,12:30:49,4EUG,175 S GARDEN WAY,EUG,VEHICLE/PEDESTRIAN CRASH,2024-04-17
24098344,MTRO,12:40:49,4EUG,2828 CHAD DR,EUG,MEDICAL RESPONSE,2024-04-17
24098348,RFD,12:50:22,4LFU,397 DUBLIN AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098353,RFD,12:55:49,6SOL,33678 MARKET RD,CRE,MEDICAL RESPONSE,2024-04-17
24098358,MTRO,13:05:03,4EUG,834 MONROE ST,EUG,MEDICAL RESPONSE,2024-04-17
24098365,MTRO,13:09:36,4EUG,674 SHORELINE WAY,EUG,MEDICAL RESPONSE,2024-04-17
24098372,MTRO,13:20:16,5SPR,2730 GATEWAY ST,SPR,ASSIST POLICE,2024-04-17
24098386,MTRO,13:42:52,5SPR,2669 S CLOVERLEAF LP,SPR,MEDICAL RESPONSE,2024-04-17
24098392,MTRO,13:48:15,4EUG,3333 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098395,MTRO,13:53:32,4ZUM,27785 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098399,MTRO,14:00:00,4EUG,1282 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-04-17
24098384,RFD,14:07:33,5LWF,100 W 7TH ST,LOW,MEDICAL RESPONSE,2024-04-17
24098409,MTRO,14:07:34,5LWF,100 W 7TH ST,LOW,MEDICAL RESPONSE,2024-04-17
24098410,MTRO,14:12:06,4EUG,PATTERSON ST/E 12TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098417,MTRO,14:17:55,4EUG,222 E BROADWAY,EUG,MEDICAL RESPONSE,2024-04-17
24098428,MTRO,14:30:05,5SPR,1435 G ST,SPR,MEDICAL RESPONSE,2024-04-17
24098429,MTRO,14:32:51,5SPR,5110 D ST,SPR,MEDICAL RESPONSE,2024-04-17
24098430,MTRO,14:34:02,4EUG,339 E 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098444,MTRO,14:41:44,5SPR,1300 HAYDEN BRIDGE RD,SPR,MEDICAL RESPONSE,2024-04-17
24098449,MTRO,14:48:43,4EUG,55 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-17
24098452,MTRO,14:51:35,5SPR,GATEWAY ST/HARLOW RD,SPR,MOTOR VEH ACC INJURY,2024-04-17
24098457,MTRO,14:55:22,4EUG,1073 BENNETT LN,EUG,MEDICAL RESPONSE,2024-04-17
24098461,MTRO,15:01:26,5SPR,MAIN ST/72ND ST,SPR,MOTOR VEH ACC UNKNOWN INJ,2024-04-17
24098468,RFD,15:05:48,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-04-17
24098471,MTRO,15:12:29,4EUG,1013 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-17
24098474,RFD,15:21:22,8LFA,27967 BUCKSKIN DR,EUG,MEDICAL RESPONSE,2024-04-17
24098482,MTRO,15:31:27,4EUG,2400 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2024-04-17
24098484,MTRO,15:32:30,4EUG,300 COUNTRY CLUB RD,EUG,ASSIST POLICE,2024-04-17
24098488,MTRO,15:36:49,5SPR,3377 RIVERBEND DR,SPR,MEDICAL RESPONSE,2024-04-17
24098494,MTRO,15:41:03,4EUG,RIVER RD/SILVER LN,EUG,VEHICLE/PEDESTRIAN CRASH,2024-04-17
24098496,MTRO,15:45:27,5SPR,1891 PIONEER PARKWAY EAST,SPR,MEDICAL RESPONSE,2024-04-17
24098502,MTRO,15:53:33,4RIR,1593 MAYWOOD AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098501,MTRO,15:55:09,4EUG,2435 WILLAKENZIE RD,EUG,ASSIST POLICE,2024-04-17
24098498,MTRO,15:56:09,4EUG,1488 OAK ST,EUG,INFORMATION- BOTH PD AND FD,2024-04-17
24098506,MTRO,16:01:53,4EUG,3500 CONCORD ST,EUG,MEDICAL RESPONSE,2024-04-17
24098510,RFD,16:06:41,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-04-17
24098519,MTRO,16:10:21,4EUG,995 WILLAGILLESPIE RD,EUG,MEDICAL RESPONSE,2024-04-17
24098527,RFD,16:17:34,5PGP,83199 PAPENFUS RD,PLE,MEDICAL RESPONSE,2024-04-17
24098529,MTRO,16:17:34,5PGP,83199 PAPENFUS RD,PLE,MEDICAL RESPONSE,2024-04-17
24098526,RFD,16:18:15,6SOL,31704 RAISOR RD,COT,MEDICAL RESPONSE,2024-04-17
24098533,MTRO,16:26:26,4EUG,100 RIVER AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098537,RFD,16:30:00,6SOL,1594 GATEWAY BLVD,COT,MEDICAL RESPONSE,2024-04-17
24098540,MTRO,16:33:00,5SPR,955 S 70TH ST,SPR,MEDICAL RESPONSE,2024-04-17
24098541,MTRO,16:35:44,5SPR,5TH ST/Q ST,SPR,MOTOR VEH ACC INJURY,2024-04-17
24098546,RFD,16:38:28,6SOL,35000-BLK ROW RIVER RD,COT,MOTOR VEH ACC UNKNOWN INJ,2024-04-17
24098549,RFD,16:38:52,8JCF,840 HOLLY ST,JUN,MEDICAL RESPONSE,2024-04-17
24098555,MTRO,16:41:44,5SPR,770 HARLOW RD,SPR,MEDICAL RESPONSE,2024-04-17
24098559,MTRO,16:51:17,4EUG,687 CHESHIRE AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098566,MTRO,16:59:15,4EUG,426 BROOKSIDE DR,EUG,MEDICAL RESPONSE,2024-04-17
24098570,MTRO,17:02:53,4EUG,1880 CLEVELAND ST,EUG,MEDICAL RESPONSE,2024-04-17
24098572,MTRO,17:06:50,4EUG,175 S GARDEN WAY,EUG,MEDICAL RESPONSE,2024-04-17
24098581,MTRO,17:18:11,5SPR,6251 MAIN ST,SPR,MEDICAL RESPONSE,2024-04-17
24098582,RFD,17:19:09,8LFA,88120 HUSTON RD,VEN,MEDICAL RESPONSE,2024-04-17
24098589,MTRO,17:26:52,4EUG,2930 EDGEWATER DR,EUG,MEDICAL RESPONSE,2024-04-17
24098596,MTRO,17:36:28,5RAB,1589 HAYDEN BRIDGE RD,SPR,MEDICAL RESPONSE,2024-04-17
24098595,MTRO,17:37:10,5SPR,1814 L ST,SPR,MEDICAL RESPONSE,2024-04-17
24098613,MTRO,17:53:59,5SPR,957 QUINALT ST,SPR,MEDICAL RESPONSE,2024-04-17
24098614,MTRO,17:55:24,4EUG,520 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2024-04-17
24098618,MTRO,18:00:08,4EUG,795 CALVIN ST,EUG,MEDICAL RESPONSE,2024-04-17
24098621,RFD,18:02:32,6SOL,1425 DAUGHERTY AVE,COT,MEDICAL RESPONSE,2024-04-17
24098630,RFD,18:10:49,8JCF,355 W 3RD AVE,JUN,MEDICAL RESPONSE,2024-04-17
24098628,MTRO,18:11:57,4EUG,50 KOURT DR,EUG,MEDICAL RESPONSE,2024-04-17
24098632,RFD,18:20:00,8LFA,87784 HUSTON RD,VEN,LIFT ASSIST,2024-04-17
24098633,MTRO,18:20:51,4EUG,1420 W 1ST AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098643,MTRO,18:28:16,4EUG,992 HATTON AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098644,MTRO,18:29:32,4EUG,500 E 4TH AVE,EUG,FIRE ALARM,2024-04-17
24098645,MTRO,18:38:50,4EUG,4990 MORELY LP,EUG,MEDICAL RESPONSE,2024-04-17
24098660,MTRO,19:00:46,4EUG,1472 KINCAID ST,EUG,FIRE ALARM,2024-04-17
24098675,MTRO,19:20:39,4EUG,160 GREEN LN,EUG,MEDICAL RESPONSE,2024-04-17
24098677,MTRO,19:23:56,4EUG,425 ALEXANDER LP,EUG,MEDICAL RESPONSE,2024-04-17
24098680,MTRO,19:24:51,4EUG,1800 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-17
24098683,MTRO,19:30:57,5SPR,406 8TH ST,SPR,MEDICAL RESPONSE,2024-04-17
24098685,MTRO,19:34:26,4EUG,687 CHESHIRE AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098699,MTRO,19:54:21,4RIR,1593 MAYWOOD AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098703,MTRO,19:57:21,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2024-04-17
24098704,RFD,20:01:50,8LFA,89991 SHEFFLER RD,ELM,AREA CHECK FOR SMOKE,2024-04-17
24098710,MTRO,20:06:45,4EUG,780 HWY 99N,EUG,MEDICAL RESPONSE,2024-04-17
24098717,RFD,20:19:28,5PGP,85840-BLK PARKWAY RD,PLE,ASSIST POLICE,2024-04-17
24098718,MTRO,20:19:29,5PGP,85840-BLK PARKWAY RD,PLE,ASSIST POLICE,2024-04-17
24098733,RFD,20:35:26,4EUG,2462 NORTHAMPTON RD,EUG,MEDICAL RESPONSE,2024-04-17
24098731,MTRO,20:35:27,4EUG,2462 NORTHAMPTON RD,EUG,MEDICAL RESPONSE,2024-04-17
24098736,MTRO,20:38:48,4EUG,2345 UNIVERSITY ST,EUG,MEDICAL RESPONSE,2024-04-17
24098739,MTRO,20:43:36,4EUG,4131 W 18TH AVE,EUG,PUBLIC ASSIST- FIRE/EMS,2024-04-17
24098742,MTRO,20:50:22,4EUG,MARTIN LUTHER KING JR BLVD/COBURG RD CONN RD,EUG,MEDICAL RESPONSE,2024-04-17
24098745,MTRO,20:57:14,5SPR,1611 18TH ST,SPR,ELECTRICAL PROBLEM,2024-04-17
24098746,MTRO,20:59:21,4EUG,75 HATTON AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098754,MTRO,21:04:59,5SPR,444 33RD ST,SPR,MEDICAL RESPONSE,2024-04-17
24098759,MTRO,21:16:03,4EUG,2297 MINNESOTA ST,EUG,MEDICAL RESPONSE,2024-04-17
24098762,MTRO,21:22:22,4EUG,1201 MCLEAN BLVD,EUG,MEDICAL RESPONSE,2024-04-17
24098765,MTRO,21:25:21,4EUG,1080 W 7TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098773,RFD,21:32:58,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-04-17
24098775,MTRO,21:35:55,4EUG,780 HWY 99N,EUG,MEDICAL RESPONSE,2024-04-17
24098780,MTRO,21:49:49,5SPR,3597 S A ST,SPR,MEDICAL RESPONSE,2024-04-17
24098783,MTRO,21:52:40,4EUG,3070 STAPP DR,EUG,MEDICAL RESPONSE,2024-04-17
24098784,MTRO,21:53:28,4RIR,127 BAUER LN,EUG,MEDICAL RESPONSE,2024-04-17
24098785,MTRO,21:55:00,5SPR,157 12TH ST,SPR,MEDICAL RESPONSE,2024-04-17
24098786,MTRO,21:56:07,4EUG,4724 SPRING MEADOW AVE,EUG,HOUSE FIRE,2024-04-17
24098789,RFD,21:56:08,4EUG,4724 SPRING MEADOW AVE,EUG,HOUSE FIRE,2024-04-17
24098796,MTRO,22:07:17,4EUG,3800 WESTLEIGH ST,EUG,MEDICAL RESPONSE,2024-04-17
24098800,RFD,22:20:57,4LFU,47 LYNNBROOK DR,EUG,MEDICAL RESPONSE,2024-04-17
24098803,RFD,22:25:59,8LFA,87545 BIGGS RD,VEN,MEDICAL RESPONSE,2024-04-17
24098806,MTRO,22:32:51,4EUG,W 6TH AVE/MONROE ST,EUG,MEDICAL RESPONSE,2024-04-17
24098811,MTRO,22:35:43,4EUG,550 RIVER RD,EUG,ASSIST POLICE,2024-04-17
24098816,MTRO,22:38:38,4EUG,1290 W 7TH AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098817,RFD,22:47:37,6SOL,33322 ROW RIVER RD,COT,MEDICAL RESPONSE,2024-04-17
24098818,MTRO,22:48:52,4EUG,11 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-17
24098822,RFD,22:56:21,6SOL,2050 S 6TH ST,COT,MEDICAL RESPONSE,2024-04-17
24098821,MTRO,23:00:05,4EUG,ELIZABETH ST/ROYAL AVE,EUG,MEDICAL RESPONSE,2024-04-17
24098833,MTRO,23:13:30,4EUG,1997 ORCHARD ST,EUG,MEDICAL RESPONSE,2024-04-17
24098836,RFD,23:46:55,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-04-17
24098862,MTRO,23:48:16,4EUG,2290 COMSTOCK AVE,EUG,ASSIST POLICE,2024-04-17
24098861,MTRO,23:48:56,5SPR,609 S 70TH ST,SPR,MEDICAL RESPONSE,2024-04-17
24098863,MTRO,23:51:46,4EUG,1340 QUAKER ST,EUG,MEDICAL RESPONSE,2024-04-17
24098868,MTRO,00:11:46,4EUG,959 FRANKLIN BLVD,EUG,ELEVATOR NON-EMERGENCY,2024-04-18
24098877,RFD,00:43:40,5MKF,MCKENZIE HWY/THOMSON LN,VID,MOTOR VEH ACC UNKNOWN INJ,2024-04-18
24098880,MTRO,00:43:41,5MKF,MCKENZIE HWY/THOMSON LN,VID,MOTOR VEH ACC UNKNOWN INJ,2024-04-18
24098887,MTRO,00:58:28,4EUG,3501 HILYARD ST,EUG,MEDICAL RESPONSE,2024-04-18
24098891,RFD,01:05:40,5MVF,39644 MOHAWK LOOP RD,MAR,MEDICAL RESPONSE,2024-04-18
24098893,MTRO,01:05:41,5MVF,39644 MOHAWK LOOP RD,MAR,MEDICAL RESPONSE,2024-04-18
24098900,RFD,01:31:09,8LFA,90201 HWY 99N,EUG,FIRE ALARM,2024-04-18
24098903,RFD,01:39:05,8LFA,24691 SERTIC RD,VEN,MEDICAL RESPONSE,2024-04-18
24098908,RFD,01:51:06,8JCF,555 KALMIA ST,JUN,MEDICAL RESPONSE,2024-04-18
24098915,MTRO,02:06:12,4EUG,W 7TH AVE/WASHINGTON ST,EUG,ASSIST POLICE,2024-04-18
24098918,RFD,02:21:16,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-04-18
24098924,MTRO,02:42:38,4EUG,2615 LONE OAK WAY,EUG,MEDICAL RESPONSE,2024-04-18
24098938,MTRO,03:24:11,4EUG,1420 W 1ST AVE,EUG,MEDICAL RESPONSE,2024-04-18
24098951,MTRO,04:20:27,4LFU,3972 SCENIC DR,EUG,MEDICAL RESPONSE,2024-04-18
24098952,MTRO,04:29:04,4EUG,310 GARFIELD ST,EUG,MEDICAL RESPONSE,2024-04-18
24098954,MTRO,04:30:43,4EUG,3653 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-04-18
